"Nombre del anuncio",Día,Alcance,Impresiones,Frecuencia,Compras,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Costo por compra","Inicio del informe","Fin del informe"
"Video Lluvia",2025-06-25,52,55,1.05769231,,CLP,86,"7 días tras clic o 1 día tras visualización",3,10.90909091,14.33333333,1563.63636364,,,6,3,2,2,2,2,,2025-06-25,2025-06-25
"Video pareja dcto",2025-06-25,3,4,1.33333333,,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2250,,,3,,,,,,,2025-06-25,2025-06-25
"Video parejas dcto",2025-06-25,331,409,1.23564955,,CLP,865,"7 días tras clic o 1 día tras visualización",2,4.15647922,50.88235294,2114.91442543,,,150,17,6,2,2,2,,2025-06-25,2025-06-25
"Video parejas amor",2025-06-25,488,547,1.12090164,,CLP,787,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,2.19378428,65.58333333,1438.75685558,,,216,17,7,6,3,3,,2025-06-25,2025-06-25
"Video explicando servicio corto",2025-06-25,762,835,1.09580052,,CLP,797,"7 días tras clic o 1 día tras visualización",21,5.86826347,16.26530612,954.49101796,,,310,210,144,96,49,43,,2025-06-25,2025-06-25
"Video explicando servicio corto",2025-06-25,3178,4066,1.27942102,,CLP,5861,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",91,4.99262174,28.87192118,1441.46581407,,,1307,1020,764,533,304,273,,2025-06-25,2025-06-25
"Video parejas amor",2025-06-25,55,63,1.14545455,,CLP,154,"7 días tras clic o 1 día tras visualización",,0,0,2444.44444444,,,21,,,,,,,2025-06-25,2025-06-25
"Video Lluvia",2025-06-25,2167,2980,1.37517305,,CLP,5104,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35,3.12080537,54.88172043,1712.75167785,,,574,98,50,38,34,23,,2025-06-25,2025-06-25
"Video pareja dcto",2025-06-25,691,823,1.1910275,,CLP,1206,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.57958688,92.76923077,1465.37059538,,,259,26,7,2,1,1,,2025-06-25,2025-06-25
"Video explicando servicio corto",2025-06-25,1737,1894,1.09038572,,CLP,1429,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",31,4.48785639,16.81176471,754.48785639,,,675,468,338,225,123,101,,2025-06-25,2025-06-25
"Video parejas amor",2025-06-25,391,431,1.10230179,,CLP,559,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,2.55220418,50.81818182,1296.9837587,,,140,12,4,4,4,3,,2025-06-25,2025-06-25
"Video Lluvia",2025-06-25,5,5,1,,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1200,,,,,,,,,,2025-06-25,2025-06-25
"Video parejas amor",2025-06-25,27,30,1.11111111,,CLP,140,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4666.66666667,,,11,1,,,,,,2025-06-25,2025-06-25
"Video Lluvia",2025-06-24,3827,5110,1.33524954,,CLP,8545,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",56,2.91585127,57.34899329,1672.21135029,,,1140,175,81,62,38,27,,2025-06-24,2025-06-24
"Video parejas amor",2025-06-24,4,4,1,,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,750,,,3,,,,,,,2025-06-24,2025-06-24
"Video explicando servicio corto",2025-06-24,795,850,1.06918239,,CLP,822,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,4.94117647,19.57142857,967.05882353,,,311,221,154,102,59,54,,2025-06-24,2025-06-24
"Video parejas dcto",2025-06-24,188,214,1.13829787,,CLP,295,"7 días tras clic o 1 día tras visualización",1,3.27102804,42.14285714,1378.5046729,,,89,13,3,1,1,,,2025-06-24,2025-06-24
"Video parejas amor",2025-06-24,343,411,1.19825073,,CLP,778,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,2.43309002,77.8,1892.94403893,,,149,19,6,4,4,1,,2025-06-24,2025-06-24
"Video explicando servicio corto",2025-06-24,764,819,1.07198953,,CLP,719,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,5.49450549,15.97777778,877.8998779,,,279,204,152,100,57,53,,2025-06-24,2025-06-24
"Video pareja dcto",2025-06-24,656,750,1.14329268,,CLP,1155,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,2.66666667,57.75,1540,,,298,24,6,3,2,2,,2025-06-24,2025-06-24
"Video explicando servicio corto",2025-06-24,2917,3476,1.19163524,,CLP,3928,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",91,5.98388953,18.88461538,1130.03452244,2,1964,1239,972,689,495,272,242,,2025-06-24,2025-06-24
"Video pareja dcto",2025-06-24,1384,1707,1.2333815,,CLP,2531,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23,2.69478617,55.02173913,1482.7182191,,,589,72,27,18,16,14,,2025-06-24,2025-06-24
"Video explicando servicio corto",2025-06-24,2139,2331,1.08976157,,CLP,1713,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",36,5.01930502,14.64102564,734.87773488,,,865,623,450,309,162,153,,2025-06-24,2025-06-24
"Video Lluvia",2025-06-24,55,57,1.03636364,,CLP,97,"7 días tras clic o 1 día tras visualización",,0,0,1701.75438596,,,19,3,1,,,,,2025-06-24,2025-06-24
"Video pareja dcto",2025-06-24,593,714,1.20404722,,CLP,918,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,1.68067227,76.5,1285.71428571,,,274,33,7,4,3,2,,2025-06-24,2025-06-24
"Video explicando servicio corto",2025-06-24,1398,1478,1.05722461,,CLP,1428,"7 días tras clic o 1 día tras visualización",17,5.27740189,18.30769231,966.17050068,,,509,352,231,158,88,73,,2025-06-24,2025-06-24
"Video Lluvia",2025-06-23,699,790,1.13018598,,CLP,870,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.79746835,29,1101.26582278,,,191,34,18,7,5,4,,2025-06-23,2025-06-23
"Video explicando servicio corto",2025-06-23,1063,1134,1.0667921,,CLP,1182,"7 días tras clic o 1 día tras visualización",14,5.99647266,17.38235294,1042.32804233,,,420,303,214,139,74,65,,2025-06-23,2025-06-23
"Video parejas amor",2025-06-23,1,1,1,,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4000,,,1,,,,,,,2025-06-23,2025-06-23
"Video parejas amor",2025-06-23,1,1,1,,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,1,,,,,,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,1053,1150,1.09211776,,CLP,1547,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,2.86956522,46.87878788,1345.2173913,,,283,47,17,12,6,4,,2025-06-23,2025-06-23
"Video explicando servicio corto",2025-06-23,43,45,1.04651163,,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,8.88888889,9.75,866.66666667,,,22,12,10,8,5,4,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,1630,1899,1.16503067,,CLP,2614,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13,1.73775671,79.21212121,1376.51395471,,,414,64,26,18,14,12,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,1282,1452,1.1326053,,CLP,1664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.16804408,36.17391304,1146.00550964,,,341,50,21,14,9,6,,2025-06-23,2025-06-23
"Video explicando servicio corto",2025-06-23,1243,1387,1.11584875,,CLP,1160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.60490267,23.2,836.33741889,,,481,356,242,136,76,66,,2025-06-23,2025-06-23
"Video parejas amor",2025-06-23,4,4,1,,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,,,,,,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,1398,1708,1.22174535,,CLP,2215,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,2.5175644,51.51162791,1296.83840749,2,1107.5,363,64,32,18,15,9,,2025-06-23,2025-06-23
"Video pareja dcto",2025-06-23,1,1,1,,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,1,,,,,,,2025-06-23,2025-06-23
"Video pareja dcto",2025-06-23,6,6,1,,CLP,19,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3166.66666667,,,,,,,,,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,508,542,1.06692913,,CLP,658,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.50553506,34.63157895,1214.02214022,,,129,11,5,3,2,2,,2025-06-23,2025-06-23
"Video parejas amor",2025-06-23,548,604,1.10218978,,CLP,1024,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.47682119,48.76190476,1695.36423841,,,230,16,6,3,2,2,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,397,444,1.11838791,,CLP,645,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.6036036,40.3125,1452.7027027,,,110,15,7,6,4,2,,2025-06-23,2025-06-23
"Video Lluvia",2025-06-23,657,738,1.12328767,,CLP,869,"7 días tras clic o 1 día tras visualización",7,3.25203252,36.20833333,1177.50677507,,,187,26,8,7,4,2,,2025-06-23,2025-06-23
"Video parejas dcto",2025-06-23,18,19,1.05555556,,CLP,27,"7 días tras clic o 1 día tras visualización",,5.26315789,27,1421.05263158,,,9,1,,,,,,2025-06-23,2025-06-23
"Video explicando servicio corto",2025-06-23,109,113,1.03669725,,CLP,167,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,5.30973451,27.83333333,1477.87610619,,,41,31,17,8,7,6,,2025-06-23,2025-06-23
"Video pareja dcto",2025-06-23,983,1181,1.20142421,,CLP,1933,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14,2.37087214,69.03571429,1636.7485182,,,410,52,24,13,13,9,,2025-06-23,2025-06-23
"Video explicando servicio corto",2025-06-23,1516,1612,1.06332454,,CLP,1419,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,3.72208437,23.65,880.27295285,,,535,361,253,147,74,67,,2025-06-23,2025-06-23
"Video pareja dcto",2025-06-22,17,18,1.05882353,,CLP,73,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,5.55555556,73,4055.55555556,,,6,,,,,,,2025-06-22,2025-06-22
"Video explicando servicio corto",2025-06-22,1714,1816,1.05950992,,CLP,1468,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35,5.56167401,14.53465347,808.37004405,,,719,530,409,286,155,135,,2025-06-22,2025-06-22
"Video parejas amor",2025-06-22,241,262,1.08713693,,CLP,664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,3.81679389,66.4,2534.35114504,,,114,10,3,2,2,1,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,107,129,1.20560748,,CLP,266,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.42635659,38,2062.01550388,,,29,5,,,,,,2025-06-22,2025-06-22
"Video parejas amor",2025-06-22,145,190,1.31034483,,CLP,602,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,2.10526316,150.5,3168.42105263,,,61,9,5,3,2,2,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,133,149,1.12030075,,CLP,217,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.04026846,24.11111111,1456.37583893,,,35,3,,,,,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,951,1053,1.10725552,,CLP,1264,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,4.27350427,28.08888889,1200.37986705,,,272,49,26,18,12,9,,2025-06-22,2025-06-22
"Video parejas amor",2025-06-22,22,23,1.04545455,,CLP,412,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,8.69565217,206,17913.04347826,,,11,1,1,1,1,,,2025-06-22,2025-06-22
"Video explicando servicio corto",2025-06-22,823,953,1.15795869,,CLP,1287,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",26,5.77124869,23.4,1350.47219307,,,345,291,198,147,82,74,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,423,483,1.14184397,,CLP,566,"7 días tras clic o 1 día tras visualización",12,7.86749482,14.89473684,1171.8426501,,,130,27,13,11,6,4,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,111,120,1.08108108,,CLP,198,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.83333333,28.28571429,1650,,,41,7,3,2,1,1,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,1923,2179,1.13312533,,CLP,2464,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,4.03854979,28,1130.79394218,,,565,100,41,30,21,14,,2025-06-22,2025-06-22
"Video explicando servicio corto",2025-06-22,1307,1422,1.08798776,,CLP,1392,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,3.93811533,24.85714286,978.90295359,,,534,387,285,193,93,84,,2025-06-22,2025-06-22
"Video pareja dcto",2025-06-22,184,211,1.14673913,,CLP,300,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.79146919,37.5,1421.80094787,,,78,12,2,2,2,2,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,1554,1906,1.22651223,,CLP,2348,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.6201469,34.02898551,1231.89926548,,,450,80,36,28,16,13,,2025-06-22,2025-06-22
"Video parejas amor",2025-06-22,86,97,1.12790698,,CLP,204,"7 días tras clic o 1 día tras visualización",1,2.06185567,102,2103.09278351,,,38,4,3,,,,,2025-06-22,2025-06-22
"Video parejas amor",2025-06-22,870,979,1.12528736,,CLP,1235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.6557712,47.5,1261.49131767,,,368,47,15,7,5,4,,2025-06-22,2025-06-22
"Video pareja dcto",2025-06-22,41,45,1.09756098,,CLP,96,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,6.66666667,32,2133.33333333,,,16,1,1,1,1,1,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-22,1537,1824,1.18672739,,CLP,2160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22,3.72807018,31.76470588,1184.21052632,,,503,91,49,29,23,18,,2025-06-22,2025-06-22
"Video explicando servicio corto",2025-06-22,1076,1159,1.07713755,,CLP,1255,"7 días tras clic o 1 día tras visualización",26,6.47109577,16.73333333,1082.83002588,,,471,336,263,175,97,80,,2025-06-22,2025-06-22
"Video parejas dcto",2025-06-22,150,171,1.14,,CLP,253,"7 días tras clic o 1 día tras visualización",2,4.67836257,31.625,1479.53216374,,,77,9,1,,,,,2025-06-22,2025-06-22
"Video Lluvia",2025-06-21,96,112,1.16666667,,CLP,101,"7 días tras clic o 1 día tras visualización",1,6.25,14.42857143,901.78571429,,,24,11,6,6,3,3,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,6,6,1,,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2500,,,2,,,,,,,2025-06-21,2025-06-21
"Video pareja dcto",2025-06-21,23,26,1.13043478,,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1423.07692308,,,10,1,,,,,,2025-06-21,2025-06-21
"Video explicando servicio corto",2025-06-21,1112,1208,1.08633094,,CLP,831,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,4.8013245,14.32758621,687.91390728,,,456,325,237,159,84,73,,2025-06-21,2025-06-21
"Video parejas amor",2025-06-21,139,163,1.17266187,,CLP,307,"7 días tras clic o 1 día tras visualización",1,1.8404908,102.33333333,1883.43558282,,,70,10,3,2,2,2,,2025-06-21,2025-06-21
"Video explicando servicio corto",2025-06-21,436,564,1.29357798,,CLP,756,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,7.26950355,18.43902439,1340.42553191,,,223,178,134,99,63,59,,2025-06-21,2025-06-21
"Video pareja dcto",2025-06-21,223,251,1.12556054,,CLP,289,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,2.78884462,41.28571429,1151.39442231,,,109,15,5,4,3,3,,2025-06-21,2025-06-21
"Video parejas amor",2025-06-21,147,201,1.36734694,,CLP,496,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,1.49253731,165.33333333,2467.66169154,,,62,2,,,,,,2025-06-21,2025-06-21
"Video parejas dcto",2025-06-21,163,196,1.20245399,,CLP,371,"7 días tras clic o 1 día tras visualización",3,4.08163265,46.375,1892.85714286,,,82,10,1,1,1,1,,2025-06-21,2025-06-21
"Video pareja dcto",2025-06-21,9,9,1,,CLP,10,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1111.11111111,,,6,,,,,,,2025-06-21,2025-06-21
"Video explicando servicio corto",2025-06-21,1152,1223,1.06163194,,CLP,1182,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,5.64186427,17.13043478,966.47587899,,,472,333,236,171,92,83,,2025-06-21,2025-06-21
"Video explicando servicio corto",2025-06-21,878,957,1.08997722,,CLP,1208,"7 días tras clic o 1 día tras visualización",19,5.2246604,24.16,1262.27795193,,,351,242,188,129,72,63,,2025-06-21,2025-06-21
"Video parejas amor",2025-06-21,939,1155,1.23003195,,CLP,1549,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,2.85714286,46.93939394,1341.12554113,,,438,62,19,11,6,5,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,14,15,1.07142857,,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,933.33333333,,,2,,,,,,,2025-06-21,2025-06-21
"Video parejas amor",2025-06-21,299,365,1.22073579,,CLP,481,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.56164384,37,1317.80821918,,,144,12,6,1,1,1,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,612,710,1.16013072,,CLP,882,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,3.66197183,33.92307692,1242.25352113,,,210,26,14,10,9,4,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,9,9,1,,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,11.11111111,15,1666.66666667,,,2,1,1,1,1,1,,2025-06-21,2025-06-21
"Video parejas amor",2025-06-21,4,4,1,,CLP,7,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,25,7,1750,,,2,,,,,,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,1247,1448,1.16118685,,CLP,1502,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.72928177,27.81481481,1037.29281768,,,367,61,26,17,11,7,,2025-06-21,2025-06-21
"Video Lluvia",2025-06-21,366,430,1.17486339,,CLP,422,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.95348837,24.82352941,981.39534884,,,81,18,11,9,5,5,,2025-06-21,2025-06-21
"Video pareja dcto",2025-06-20,18,21,1.16666667,,CLP,44,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.76190476,44,2095.23809524,,,11,2,,,,,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,92,109,1.18478261,,CLP,185,"7 días tras clic o 1 día tras visualización",2,6.42201835,26.42857143,1697.24770642,,,24,5,3,2,2,2,,2025-06-20,2025-06-20
"Video pareja dcto",2025-06-20,417,530,1.27098321,,CLP,866,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,2.45283019,66.61538462,1633.96226415,,,205,31,9,5,5,4,,2025-06-20,2025-06-20
"Video parejas amor",2025-06-20,95,114,1.2,,CLP,219,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,7.89473684,24.33333333,1921.05263158,,,44,9,4,1,1,1,,2025-06-20,2025-06-20
"Video parejas dcto",2025-06-20,78,88,1.12820513,,CLP,135,"7 días tras clic o 1 día tras visualización",1,7.95454545,19.28571429,1534.09090909,,,34,5,1,1,1,,,2025-06-20,2025-06-20
"Video parejas amor",2025-06-20,27,30,1.11111111,,CLP,91,"7 días tras clic o 1 día tras visualización",1,6.66666667,45.5,3033.33333333,,,11,1,,,,,,2025-06-20,2025-06-20
"Video explicando servicio corto",2025-06-20,695,750,1.07913669,,CLP,1103,"7 días tras clic o 1 día tras visualización",11,4.53333333,32.44117647,1470.66666667,,,257,204,163,100,58,49,,2025-06-20,2025-06-20
"Video parejas amor",2025-06-20,55,73,1.32727273,,CLP,215,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,1.36986301,215,2945.20547945,2,107.5,17,2,2,2,2,,,2025-06-20,2025-06-20
"Video explicando servicio corto",2025-06-20,717,817,1.13947001,,CLP,1212,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,5.75275398,25.78723404,1483.47613219,,,338,275,201,135,78,67,,2025-06-20,2025-06-20
"Video parejas amor",2025-06-20,517,622,1.20309478,,CLP,1597,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13,4.18006431,61.42307692,2567.52411576,,,237,28,8,6,3,2,,2025-06-20,2025-06-20
"Video explicando servicio corto",2025-06-20,1632,1712,1.04901961,,CLP,1463,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,3.79672897,22.50769231,854.55607477,,,629,477,328,196,98,87,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,1565,1771,1.13162939,,CLP,2239,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22,3.27498588,38.60344828,1264.25748165,,,483,89,38,23,18,16,,2025-06-20,2025-06-20
"Video pareja dcto",2025-06-20,39,40,1.02564103,,CLP,207,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,5175,,,14,3,,,,,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,1718,2016,1.17345751,,CLP,2250,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,3.91865079,28.48101266,1116.07142857,,,532,90,43,30,22,13,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,11,11,1,,CLP,49,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4454.54545455,,,3,1,,,,,,2025-06-20,2025-06-20
"Video explicando servicio corto",2025-06-20,928,995,1.07219828,,CLP,1221,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,5.12562814,23.94117647,1227.13567839,,,387,311,234,150,78,74,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,30,31,1.03333333,,CLP,190,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,190,6129.03225806,,,11,3,,,,,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,2213,2810,1.26976954,,CLP,3243,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",43,3.77224199,30.59433962,1154.09252669,,,624,119,67,51,33,26,,2025-06-20,2025-06-20
"Video Lluvia",2025-06-20,64,71,1.109375,,CLP,118,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1661.97183099,,,14,3,1,1,1,,,2025-06-20,2025-06-20
"Video pareja dcto",2025-06-20,115,132,1.14782609,,CLP,265,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.54545455,44.16666667,2007.57575758,,,62,4,2,2,2,2,,2025-06-20,2025-06-20
"Video parejas amor",2025-06-19,12,17,1.41666667,,CLP,42,"7 días tras clic o 1 día tras visualización",1,11.76470588,21,2470.58823529,,,8,1,1,1,1,1,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,539,573,1.06307978,,CLP,857,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.96684119,50.41176471,1495.63699825,,,149,32,17,10,8,3,,2025-06-19,2025-06-19
"Video explicando servicio corto",2025-06-19,1107,1201,1.08491418,,CLP,1827,"7 días tras clic o 1 día tras visualización",24,6.32805995,24.03947368,1521.23230641,,,429,297,210,123,61,55,,2025-06-19,2025-06-19
"Video parejas amor",2025-06-19,33,40,1.21212121,,CLP,56,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1400,,,6,1,,,,,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,87,114,1.31034483,,CLP,265,"7 días tras clic o 1 día tras visualización",3,5.26315789,44.16666667,2324.56140351,,,26,5,1,1,1,1,,2025-06-19,2025-06-19
"Video pareja dcto",2025-06-19,521,591,1.13435701,,CLP,1199,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.87648054,70.52941176,2028.76480541,,,168,20,8,3,3,3,,2025-06-19,2025-06-19
"Video parejas amor",2025-06-19,1,1,1,,CLP,0,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,0,,,,,,,,,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,109,122,1.11926606,,CLP,176,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,2.45901639,58.66666667,1442.62295082,,,25,3,2,1,1,1,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,627,669,1.06698565,,CLP,769,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,1.79372197,64.08333333,1149.47683109,,,144,20,9,6,4,4,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,604,615,1.01821192,,CLP,705,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.43902439,47,1146.34146341,,,158,34,17,12,7,6,,2025-06-19,2025-06-19
"Video pareja dcto",2025-06-19,8,8,1,,CLP,12,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1500,,,4,,,,,,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,13,17,1.30769231,,CLP,22,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1294.11764706,,,5,1,,,,,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,31,32,1.03225806,,CLP,44,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1375,,,6,3,,,,,,2025-06-19,2025-06-19
"Video Lluvia",2025-06-19,21,21,1,,CLP,19,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,904.76190476,,,6,,,,,,,2025-06-19,2025-06-19
"Video explicando servicio corto",2025-06-19,1240,1386,1.11774194,,CLP,1308,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",26,3.82395382,24.67924528,943.72294372,,,445,325,223,141,67,60,,2025-06-19,2025-06-19
"Video parejas amor",2025-06-19,8,8,1,,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2875,,,5,1,,,,,,2025-06-19,2025-06-19
"Video explicando servicio corto",2025-06-19,522,588,1.12643678,,CLP,956,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,6.12244898,26.55555556,1625.85034014,,,198,161,108,67,44,38,,2025-06-19,2025-06-19
"Video explicando servicio corto",2025-06-19,1305,1408,1.0789272,,CLP,1644,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,3.62215909,32.23529412,1167.61363636,2,822,496,360,278,168,81,73,,2025-06-19,2025-06-19
"Video explicando servicio corto",2025-06-19,2310,2531,1.095671,,CLP,2735,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",50,4.62267878,23.37606838,1080.60055314,,,855,648,469,301,152,134,,2025-06-19,2025-06-19
