"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Araucanía Region",42,48,1.14285714,CLP,37,"7 días tras clic o 1 día tras visualización",3,16.66666667,4.625,770.83333333,,,21,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Atacama Region",2,2,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Bío Bío Region",28,32,1.14285714,CLP,34,"7 días tras clic o 1 día tras visualización",,0,0,1062.5,,,10,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Coquimbo Region",5,5,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,800,,,2,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"O'Higgins Region",9,11,1.22222222,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,1181.81818182,,,3,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Los Lagos Region",29,32,1.10344828,CLP,16,"7 días tras clic o 1 día tras visualización",,3.125,16,500,,,10,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Maule Region",18,22,1.22222222,CLP,22,"7 días tras clic o 1 día tras visualización",1,9.09090909,11,1000,,,13,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Santiago Metropolitan Region",48,50,1.04166667,CLP,99,"7 días tras clic o 1 día tras visualización",,2,99,1980,,,25,,,,,,2025-06-06,2025-06-06
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-06,"Tarapacá Region",4,4,1,CLP,1,"7 días tras clic o 1 día tras visualización",1,25,1,250,,,2,,,,,,2025-06-06,2025-06-06
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-06,"Los Ríos Region",20,20,1,CLP,19,"7 días tras clic o 1 día tras visualización",1,5,19,950,,,5,,,,,,2025-06-06,2025-06-06
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-09,"Los Ríos Region",216,225,1.04166667,CLP,326,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.33333333,108.66666667,1448.88888889,,,91,,,,,,2025-06-09,2025-06-09
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-09,"Bío Bío Region",737,763,1.03527815,CLP,538,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14,4.71821756,14.94444444,705.11140236,,,298,,,,,,2025-06-09,2025-06-09
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Bío Bío Region",1022,1092,1.06849315,CLP,1568,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,4.94505495,29.03703704,1435.8974359,,,386,,,,,,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3,3,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1666.66666667,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",116,121,1.04310345,CLP,102,"7 días tras clic o 1 día tras visualización",1,4.95867769,17,842.97520661,,,44,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",235,245,1.04255319,CLP,192,"7 días tras clic o 1 día tras visualización",9,6.53061224,12,783.67346939,,,90,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Atacama Region",47,51,1.08510638,CLP,57,"7 días tras clic o 1 día tras visualización",1,9.80392157,11.4,1117.64705882,,,19,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",195,211,1.08205128,CLP,172,"7 días tras clic o 1 día tras visualización",3,4.26540284,19.11111111,815.16587678,,,68,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Coquimbo Region",111,118,1.06306306,CLP,118,"7 días tras clic o 1 día tras visualización",3,4.23728814,23.6,1000,,,35,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",117,122,1.04273504,CLP,100,"7 días tras clic o 1 día tras visualización",2,7.37704918,11.11111111,819.67213115,,,43,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",304,328,1.07894737,CLP,212,"7 días tras clic o 1 día tras visualización",11,8.23170732,7.85185185,646.34146341,,,132,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Magallanes y la Antártica Chilena Region",51,53,1.03921569,CLP,33,"7 días tras clic o 1 día tras visualización",2,5.66037736,11,622.64150943,,,23,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Maule Region",149,159,1.06711409,CLP,115,"7 días tras clic o 1 día tras visualización",1,3.77358491,19.16666667,723.27044025,,,65,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",1032,1081,1.04748062,CLP,1053,"7 días tras clic o 1 día tras visualización",26,5.45790934,17.84745763,974.09805735,,,377,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Tarapacá Region",21,21,1,CLP,13,"7 días tras clic o 1 día tras visualización",1,14.28571429,4.33333333,619.04761905,,,5,,,,,,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",30,31,1.03333333,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.22580645,37,1193.5483871,,,12,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",304,320,1.05263158,CLP,254,"7 días tras clic o 1 día tras visualización",7,5.625,14.11111111,793.75,,,107,,,,,,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",7,7,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,571.42857143,,,4,,,,,,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",219,235,1.07305936,CLP,368,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.27659574,122.66666667,1565.95744681,,,69,,,,,,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",89,99,1.11235955,CLP,65,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.02020202,32.5,656.56565657,,,36,,,,,,2025-06-12,2025-06-12
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",2939,3254,1.10717931,CLP,2431,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",51,3.71850031,20.09090909,747.08051629,,,909,,,,,,2025-06-12,2025-06-12
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3959,4242,1.0714827,CLP,3235,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",79,4.29042904,17.77472527,762.61197548,,,1505,,,,,,2025-06-12,2025-06-12
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",108,114,1.05555556,CLP,208,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.38596491,41.6,1824.56140351,,,51,,,,,,2025-06-12,2025-06-12
"publico valdivia","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",2,2,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3000,,,1,,,,,,2025-06-12,2025-06-12
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",3225,3397,1.05333333,CLP,2453,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",57,3.6797174,19.624,722.10774213,,,1168,,,,,,2025-06-12,2025-06-12
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",148,160,1.08108108,CLP,230,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,6.25,23,1437.5,,,46,,,,,,2025-06-12,2025-06-12
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",12,13,1.08333333,CLP,23,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,7.69230769,23,1769.23076923,,,4,,,,,,2025-06-12,2025-06-12
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",21,23,1.0952381,CLP,16,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,695.65217391,,,8,,,,,,2025-06-12,2025-06-12
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",1385,1637,1.18194946,CLP,2129,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,2.62675626,49.51162791,1300.54978619,,,506,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Aysén Region",14,15,1.07142857,CLP,10,"7 días tras clic o 1 día tras visualización",,6.66666667,10,666.66666667,,,4,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Arica y Parinacota Region",22,24,1.09090909,CLP,17,"7 días tras clic o 1 día tras visualización",,12.5,5.66666667,708.33333333,,,10,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",1,1,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,4000,,,,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",5,5,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1200,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Aysén Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",2,4,2,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,1250,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Araucanía Region",11,11,1,CLP,30,"7 días tras clic o 1 día tras visualización",,0,0,2727.27272727,,,5,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Atacama Region",2,2,1,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,4500,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",6,6,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,833.33333333,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,1,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",4,4,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,250,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Maule Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,1,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",7,8,1.14285714,CLP,21,"7 días tras clic o 1 día tras visualización",,0,0,2625,,,3,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,"Los Ríos Region",66,70,1.06060606,CLP,48,"7 días tras clic o 1 día tras visualización",4,7.14285714,9.6,685.71428571,,,20,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Valparaíso Region",6,6,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,166.66666667,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Aysén Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Antofagasta Region",2,2,1,CLP,12,"7 días tras clic o 1 día tras visualización",,0,0,6000,,,1,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",14,15,1.07142857,CLP,30,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,5,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Bío Bío Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Coquimbo Region",3,5,1.66666667,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,1600,,,4,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"O'Higgins Region",3,4,1.33333333,CLP,20,"7 días tras clic o 1 día tras visualización",,0,0,5000,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Los Lagos Region",7,15,2.14285714,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,2,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Maule Region",5,5,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,1400,,,1,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Santiago Metropolitan Region",21,21,1,CLP,44,"7 días tras clic o 1 día tras visualización",,0,0,2095.23809524,,,4,,,,,,2025-06-12,2025-06-12
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Tarapacá Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,1,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-12,Unknown,3,4,1.33333333,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,2025-06-12,2025-06-12
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",13,13,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1615.38461538,,,3,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Valparaíso Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-13,2025-06-13
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-12,"Araucanía Region",293,336,1.14675768,CLP,766,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,2.97619048,76.6,2279.76190476,,,126,,,,,,2025-06-12,2025-06-12
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",91,98,1.07692308,CLP,132,"7 días tras clic o 1 día tras visualización",4,6.12244898,22,1346.93877551,,,27,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Antofagasta Region",2,2,1,CLP,20,"7 días tras clic o 1 día tras visualización",,0,0,10000,,,1,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"O'Higgins Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,1,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",5,5,1,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,2600,,,2,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,"Los Lagos Region",1,2,2,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",34,36,1.05882353,CLP,35,"7 días tras clic o 1 día tras visualización",,0,0,972.22222222,,,8,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Arica y Parinacota Region",9,9,1,CLP,15,"7 días tras clic o 1 día tras visualización",,0,0,1666.66666667,,,2,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Valparaíso Region",81,86,1.0617284,CLP,177,"7 días tras clic o 1 día tras visualización",5,8.13953488,25.28571429,2058.13953488,,,31,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Aysén Region",4,5,1.25,CLP,4,"7 días tras clic o 1 día tras visualización",,20,4,800,,,1,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Antofagasta Region",52,55,1.05769231,CLP,81,"7 días tras clic o 1 día tras visualización",3,9.09090909,16.2,1472.72727273,,,18,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Atacama Region",11,13,1.18181818,CLP,18,"7 días tras clic o 1 día tras visualización",1,7.69230769,18,1384.61538462,,,2,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",2,2,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Bío Bío Region",78,80,1.02564103,CLP,113,"7 días tras clic o 1 día tras visualización",3,3.75,37.66666667,1412.5,,,24,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Coquimbo Region",22,25,1.13636364,CLP,28,"7 días tras clic o 1 día tras visualización",,8,14,1120,,,9,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"O'Higgins Region",43,44,1.02325581,CLP,59,"7 días tras clic o 1 día tras visualización",1,4.54545455,29.5,1340.90909091,,,12,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Lagos Region",108,133,1.23148148,CLP,167,"7 días tras clic o 1 día tras visualización",,2.2556391,55.66666667,1255.63909774,,,35,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Magallanes y la Antártica Chilena Region",17,20,1.17647059,CLP,38,"7 días tras clic o 1 día tras visualización",2,20,9.5,1900,,,10,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Maule Region",48,50,1.04166667,CLP,76,"7 días tras clic o 1 día tras visualización",2,8,19,1520,,,21,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Santiago Metropolitan Region",249,281,1.12851406,CLP,647,"7 días tras clic o 1 día tras visualización",7,6.04982206,38.05882353,2302.4911032,,,80,,,,,,2025-06-14,2025-06-14
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Tarapacá Region",7,7,1,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,1428.57142857,,,2,,,,,,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",1,2,2,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,4000,,,,,,,,,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",25,28,1.12,CLP,34,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1214.28571429,,,10,,,,,,2025-06-14,2025-06-14
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",788,898,1.13959391,CLP,1312,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,4.78841871,30.51162791,1461.02449889,,,294,,,,,,2025-06-14,2025-06-14
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",860,928,1.07906977,CLP,1203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,5.7112069,22.69811321,1296.3362069,,,355,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-14,"Valparaíso Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,2025-06-14,2025-06-14
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Araucanía Region",27,28,1.03703704,CLP,38,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1357.14285714,,,8,,,,,,2025-06-14,2025-06-14
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",3,3,1,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,1333.33333333,,,2,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Bío Bío Region",58,58,1,CLP,48,"7 días tras clic o 1 día tras visualización",2,8.62068966,9.6,827.5862069,,,23,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Bío Bío Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Los Lagos Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,2,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Maule Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",1,200,0.5,1000,,,1,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-13,"Santiago Metropolitan Region",5,5,1,CLP,12,"7 días tras clic o 1 día tras visualización",,20,12,2400,,,1,,,,,,2025-06-13,2025-06-13
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-13,"Santiago Metropolitan Region",1,1,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,3000,,,,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Los Ríos Region",23,23,1,CLP,28,"7 días tras clic o 1 día tras visualización",,4.34782609,28,1217.39130435,,,8,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Arica y Parinacota Region",8,8,1,CLP,7,"7 días tras clic o 1 día tras visualización",1,12.5,7,875,,,3,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Valparaíso Region",76,80,1.05263158,CLP,80,"7 días tras clic o 1 día tras visualización",1,6.25,16,1000,,,30,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Aysén Region",7,7,1,CLP,9,"7 días tras clic o 1 día tras visualización",,14.28571429,9,1285.71428571,,,2,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Antofagasta Region",54,54,1,CLP,60,"7 días tras clic o 1 día tras visualización",2,7.40740741,15,1111.11111111,,,18,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Araucanía Region",83,86,1.03614458,CLP,99,"7 días tras clic o 1 día tras visualización",,0,0,1151.1627907,,,33,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Atacama Region",12,12,1,CLP,4,"7 días tras clic o 1 día tras visualización",,8.33333333,4,333.33333333,,,5,,,,,,2025-06-13,2025-06-13
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-13,"Coquimbo Region",19,21,1.10526316,CLP,41,"7 días tras clic o 1 día tras visualización",,0,0,1952.38095238,,,9,,,,,,2025-06-13,2025-06-13
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-14,"Los Ríos Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,2025-06-14,2025-06-14
